FACILITY,DATE,Load Number,CARRIER,CONTAINER ID,DESTINATION CITY,DESTINATION STATE,DD DATE,DD TIME,BILL DATE,BILL TIME,ZDLT LATE CODE,ON TIME? (Y/N),SPLIT? (Y/N),FRESH PRIORITY STO? (Y/N),NOTES/COMMENTS,DETAILED NOTES/COMMENTS,Reminder_x,Escalated?,Date,Shipper,Carrier,Workflow,Alert,Response Time,Raw Response,Goal,Updated data points on FK,Reminder_y,Escalated
Sioux Falls,2-Nov,4303707005.0,PRIJ,201943,OAKLAND,CA,11/2/2024,7:30,10/31/2024,16:17,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,2-Nov,4303697560.0,KBTO,12330,Greenfield,IN,11/2/2024,8:30,11/1/2024,1:42,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,K and B Transportation Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,2-Nov,4303704669.0,HIRS,H40210,HARMONY,PA,11/2/2024,10:30,11/1/2024,12:03,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303705737.0,HIRS,6703,SAN ANTONIO,TX,11/2/2024,11:00,11/1/2024,10:15,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303703754.0,SHAF,839630,North East,MD,11/2/2024,11:30,11/1/2024,8:04,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303706896.0,JOFD,8343,OAKLAND,CA,11/2/2024,11:30,11/1/2024,12:14,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303701048.0,TAMI,262012,MILLERSBURG,OH,11/2/2024,12:00,10/31/2024,11:31,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303685892.0,CGVR,R22408,Salt Lake City,UT,11/2/2024,14:00,11/2/2024,1:58,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303686023.0,CGVR,24134,Salt Lake City,UT,11/2/2024,14:00,11/2/2024,3:23,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303706070.0,STVV,19525,Wilson,NC,11/2/2024,14:00,11/1/2024,9:45,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303697604.0,DKCR,9387,Greenfield,IN,11/2/2024,15:30,11/1/2024,2:14,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303706723.0,JOFD,8138,CLINTON,OK,11/2/2024,21:00,11/2/2024,3:08,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303701045.0,PRIJ,253061,SPRINGFIELD,MO,11/2/2024,22:00,11/2/2024,0:56,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303705337.0,JOFD,8087,Greenfield,IN,11/3/2024,0:30,11/1/2024,19:26,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303699533.0,AKHT,5324589,Greenfield,IN,11/3/2024,1:30,11/1/2024,8:30,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303705476.0,JOFD,8094,Greenfield,IN,11/3/2024,1:30,11/1/2024,18:34,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303709054.0,SFHM,5370 AMB,SAN DIEGO,CA,11/3/2024,2:00,11/1/2024,16:04,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303707681.0,PRIJ,190208,CHICAGO,IL,11/3/2024,2:30,10/31/2024,18:50,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303700519.0,PRIJ,241409,Saint Charles,IL,11/3/2024,6:00,11/2/2024,1:33,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303597415.0,BTIK,1751,CHICAGO,IL,11/3/2024,6:30,11/1/2024,7:34,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303697627.0,AKHT,S5322125,Tar Heel,NC,11/3/2024,6:30,11/1/2024,5:59,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303706175.0,JOFD,8370,Tar Heel,NC,11/3/2024,6:30,11/1/2024,2:27,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303704654.0,SFHM,T4 Premier,CALUMET CITY,IL,11/3/2024,7:00,11/1/2024,16:42,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303672941.0,BTIK,1783,MONTGOMERY,IL,11/3/2024,7:30,11/1/2024,12:05,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303702460.0,KNJT,82114,Cudahy,WI,11/3/2024,8:00,11/1/2024,16:24,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303702526.0,KNJT,50017,Cudahy,WI,11/3/2024,8:00,11/1/2024,15:42,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303702527.0,AKHT,S5321013,Cudahy,WI,11/3/2024,8:00,11/1/2024,18:59,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303705298.0,SQCV,83,HOUSTON,TX,11/3/2024,8:00,11/1/2024,18:35,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303705404.0,HIRS,H30462,HOUSTON,TX,11/3/2024,8:00,11/2/2024,0:19,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303702142.0,JOFD,8082,Wichita,KS,11/3/2024,9:00,11/2/2024,2:14,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303705224.0,HIRS,H30301,TEMPLE,TX,11/3/2024,10:00,11/1/2024,2:14,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,2-Nov,4303702418.0,SFHM,343 Polar Exp,Cudahy,WI,11/3/2024,11:00,11/1/2024,22:26,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303705980.0,HIRP,6731,Greenfield,IN,11/3/2024,12:30,11/1/2024,13:12,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,2-Nov,4303710951.0,HIRS,20152,Wilson,NC,11/3/2024,13:00,11/1/2024,16:57,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,2-Nov,4303705352.0,JOFD,8072,Greenfield,IN,11/3/2024,15:30,11/1/2024,5:41,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,2-Nov,4303710799.0,PBTI,1026,Peru,IN,11/3/2024,15:30,11/1/2024,19:49,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303699572.0,HIRP,H40167,ABBOTSFORD,WI,11/3/2024,17:30,11/1/2024,7:43,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303706782.0,DKCR,9403,MADISON,WI,11/3/2024,19:30,11/2/2024,3:24,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303702099.0,HLBO,579744,Junction City,KS,11/3/2024,21:00,11/1/2024,23:30,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303703952.0,WWIK,5097,MOUNT PLEASANT,IA,11/3/2024,21:30,11/2/2024,0:10,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303703954.0,JOFD,7640,MOUNT PLEASANT,IA,11/3/2024,23:30,11/1/2024,0:12,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303701918.0,SHAF,839248,Lincoln,NE,11/4/2024,0:00,11/1/2024,16:17,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303701966.0,HIRP,30587,Lincoln,NE,11/4/2024,0:00,11/1/2024,9:02,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303700735.0,JOFD,7995,Mason City,IA,11/4/2024,2:00,11/1/2024,21:28,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303701959.0,PTGB,1194,Lincoln,NE,11/4/2024,2:00,11/1/2024,22:54,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303704727.0,HEYL,22108,ORANGE CITY,IA,11/4/2024,2:30,10/31/2024,19:49,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303704882.0,JOFD,7620,ORANGE CITY,IA,11/4/2024,2:30,10/31/2024,21:11,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303697579.0,HIRP,7495,Olathe,KS,11/4/2024,3:00,11/2/2024,2:22,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303702458.0,HIRS,40108,Omaha,NE,11/4/2024,3:00,11/2/2024,1:35,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303701805.0,BTIK,1699,Lincoln,NE,11/4/2024,4:00,11/1/2024,13:26,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303699926.0,JOFD,7976,Sioux Center,IA,11/4/2024,4:30,11/1/2024,18:52,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303697834.0,JOFD,7684,Sioux Center,IA,11/4/2024,5:00,10/31/2024,22:09,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303700213.0,JOFD,7983,Sioux Center,IA,11/4/2024,5:00,11/1/2024,0:35,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303702506.0,HEYL,25108,Omaha,NE,11/4/2024,5:00,11/2/2024,0:10,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303705477.0,RDXO,531517,Olathe,KS,11/4/2024,5:00,11/1/2024,15:57,,,,,Email sent and no response processed,,,,2024-11-05,smithfield-foods,Raider Express Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,2-Nov,4303706149.0,RDXO,R531281,Olathe,KS,11/4/2024,5:00,11/1/2024,10:15,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Raider Express Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,2-Nov,4303699435.0,AKHT,5323424,Tar Heel,NC,11/4/2024,5:30,11/1/2024,22:20,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303707747.0,WWIK,5115,Olathe,KS,11/4/2024,6:00,11/1/2024,22:26,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,WINDWALKER TRANSPORTATION INC,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,2-Nov,4303708302.0,HIRS,H40217,HOUSTON,TX,11/4/2024,8:00,11/2/2024,0:58,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303697236.0,JOFD,8029,Greenfield,IN,11/4/2024,8:30,11/1/2024,13:43,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,2-Nov,4303704068.0,DKCR,9415,BELGIUM,WI,11/4/2024,10:30,11/2/2024,2:00,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303703953.0,HIRS,T91470,TEMPLE,TX,11/4/2024,14:00,11/2/2024,0:09,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303700503.0,NTWD,2264,WASHINGTON COURT HOUSE,OH,11/4/2024,15:00,11/2/2024,1:39,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303697486.0,JOFD,8099,Greenfield,IN,11/4/2024,15:30,11/1/2024,16:24,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303697563.0,JOFD,8328,Greenfield,IN,11/4/2024,15:30,11/2/2024,2:25,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,5000262238.0,JOFD,8097,Des Moines,IA,10/31/2024,11:22,10/31/2024,11:22,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Denison,2-Nov,4303705137.0,PRIJ,190946,JACKSONVILLE,FL,11/1/2024,6:30,10/31/2024,13:50,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,2-Nov,5000262328.0,MOEE,365,Des Moines,IA,11/1/2024,11:38,11/1/2024,11:38,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Moeller Trucking Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,2-Nov,5000260912.0,HEYL,24022,Des Moines,IA,11/1/2024,14:30,11/1/2024,14:30,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Heyl Truck Lines,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,2-Nov,5000262354.0,BITD,16T16,Des Moines,IA,11/1/2024,15:39,11/1/2024,15:39,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,5000262356.0,PTGB,1180,Des Moines,IA,11/1/2024,16:09,11/1/2024,16:09,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Potter Transport Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Denison,2-Nov,4303705963.0,HLBO,579495,Olathe,KS,11/1/2024,17:00,11/1/2024,11:55,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,HILL BROTHERS TRANSPORTATION INC,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Denison,2-Nov,4303565837.0,HIRS,30613,SELINSGROVE,PA,11/2/2024,1:00,10/31/2024,23:08,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,2-Nov,4303705021.0,PRIJ,190182,BLACK MOUNTAIN,NC,11/2/2024,3:00,10/31/2024,23:41,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,2-Nov,4303707826.0,HIRS,40161,SAN DIEGO,CA,11/2/2024,5:30,10/31/2024,17:08,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,2-Nov,4303704692.0,PRIJ,210219,DACULA,GA,11/2/2024,9:00,11/2/2024,1:25,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303705013.0,PRIJ,201430,BURGAW,NC,11/2/2024,13:00,11/2/2024,0:53,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303704768.0,HIRS,40226,MCKEES ROCKS,PA,11/2/2024,15:30,11/1/2024,0:22,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303708172.0,HIRS,31045,YOAKUM,TX,11/2/2024,15:30,11/1/2024,11:32,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303702131.0,HIRP,30433,DUBUQUE,IA,11/2/2024,16:30,11/1/2024,11:58,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303706111.0,HIRS,20821,COMMERCE,CA,11/2/2024,16:30,11/1/2024,15:55,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,2-Nov,4303707576.0,HLBO,579658,Olathe,KS,11/2/2024,17:00,11/2/2024,1:34,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303704670.0,HIRS,211,TRACY,CA,11/3/2024,0:30,11/1/2024,23:09,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,2-Nov,4303701883.0,NTWD,5577,Peru,IN,11/3/2024,4:30,11/1/2024,0:26,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,"Nationwide Transportation, Inc. (NTWD)",ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,2-Nov,4303700616.0,PRIJ,201612,CHICAGO,IL,11/3/2024,8:00,10/31/2024,19:09,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303702445.0,PRIJ,240337,Cudahy,WI,11/3/2024,8:30,11/1/2024,11:03,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303702666.0,ASLO,532471,Cudahy,WI,11/3/2024,8:30,10/31/2024,11:03,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303707656.0,PRIJ,190203,Cudahy,WI,11/3/2024,8:30,10/31/2024,11:05,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303709701.0,HIRP,30200,Greenfield,IN,11/3/2024,12:00,11/1/2024,10:00,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303702492.0,HIRS,7187,Cudahy,WI,11/3/2024,16:30,11/1/2024,11:17,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303702569.0,HIRS,6612,Cudahy,WI,11/3/2024,17:30,11/1/2024,11:08,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303702473.0,HIRP,40206,Saint Charles,IL,11/3/2024,19:30,10/31/2024,9:24,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303706040.0,HIRP,40233,Greenfield,IN,11/4/2024,1:00,11/1/2024,17:12,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,2-Nov,4303684344.0,JOFD,8319,DES MOINES,IA,11/4/2024,2:00,11/1/2024,13:38,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303684442.0,JOFD,7966,DES MOINES,IA,11/4/2024,4:00,11/1/2024,13:23,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303684479.0,RDXO,531702,DES MOINES,IA,11/4/2024,5:00,11/1/2024,13:41,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Raider Express Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,2-Nov,4303684469.0,MOEE,3056,DES MOINES,IA,11/4/2024,6:00,11/1/2024,16:16,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303684585.0,JOFD,7929,DES MOINES,IA,11/4/2024,9:00,11/1/2024,15:57,,,,,Email not sent,,,,,,,,,,,,,,
Denison,2-Nov,4303684586.0,JOFD,7894,DES MOINES,IA,11/4/2024,10:00,11/1/2024,15:44,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,2-Nov,4303702570.0,HIRP,20602,Cudahy,WI,11/4/2024,14:30,11/1/2024,19:23,,,,,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303710005.0,PRIJ,232395,HERNANDO,MS,3/11/2024,3:30,3/11/2024,1:41,,,,,Email sent and no response processed,,,,2024-11-03,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete DC,3rd Nov,4303704500.0,HIRS,172,North East,MD,3/11/2024,6:30,3/11/2024,3:04,,,,,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303703532.0,PRIJ,A131,GRANDVIEW,WA,3/11/2024,12:30,3/11/2024,2:09,,,,,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303707117.0,HLBO,579727,DENVER,CO,3/11/2024,13:30,3/11/2024,1:20,,,,,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303696501.0,PRIJ,A107,SALT LAKE CITY,UT,3/11/2024,17:30,3/11/2024,1:52,,,,,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303709042.0,STVV,17632,LAYTON,UT,3/11/2024,21:00,2/11/2024,17:32,,,,,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303706544.0,RDXO,531315,Orange City,IA,4/11/2024,0:00,3/11/2024,2:25,,,,,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303705763.0,PRIJ,240204,LOS LUNAS,NM,4/11/2024,10:00,3/11/2024,2:25,,,,,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303704535.0,PRIJ,220422,Olathe,KS,4/11/2024,12:00,3/11/2024,3:37,,,,,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303709017.0,WTRK,751,PICO RIVERA,CA,4/11/2024,19:00,2/11/2024,14:29,,,,,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,5000262349.0,AKHT,53484,Greenfield,IN,1/11/2024,22:47,1/11/2024,22:47,,Y,N,Y,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Armour Eckrich Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete DC,3rd Nov,4303704773.0,AKHT,5321002,BURGAW,NC,3/11/2024,14:30,10/31/2024,20:11,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303702220.0,AKHT,53556,Wichita,KS,4/11/2024,0:00,1/11/2024,10:23,,Y,N,N,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Armour Eckrich Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete DC,3rd Nov,4303697587.0,AKHT,5324625,Cudahy,WI,4/11/2024,10:00,10/31/2024,9:00,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303702306.0,AKHT,5321022,Wichita,KS,5/11/2024,0:00,1/11/2024,15:08,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303705698.0,AKHT,5324618,Tar Heel,NC,5/11/2024,2:30,2/11/2024,8:32,,Y,N,Y,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303705444.0,AKHT,53478,Tar Heel,NC,5/11/2024,3:30,2/11/2024,8:34,,Y,N,Y,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,5000262341.0,BTDQ,259,Olathe,KS,1/11/2024,12:39,1/11/2024,12:39,,Y,N,Y,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Buhr's Trucking,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete DC,3rd Nov,5000262439.0,BTDQ,266,Olathe,KS,2/11/2024,19:30,2/11/2024,19:30,,Y,N,Y,Email sent and no response processed,,,,2024-11-03,smithfield-foods,Buhr's Trucking,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete DC,3rd Nov,4303702558.0,FRFT,317,Omaha,NE,4/11/2024,0:30,1/11/2024,10:44,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303702466.0,FRFT,1018,Junction City,KS,5/11/2024,2:00,2/11/2024,19:25,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303706593.0,FRFT,1118,Junction City,KS,5/11/2024,2:00,2/11/2024,19:34,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,5000262347.0,FRFT,918,Olathe,KS,1/11/2024,18:32,1/11/2024,18:32,,Y,N,Y,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Friend Freightways Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete DC,3rd Nov,5000262069.0,HIRP,30040,Olathe,KS,10/30/2024,11:51,10/30/2024,11:51,,Y,N,Y,Email sent and no response processed,,,,2024-10-31,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete DC,3rd Nov,5000262351.0,HIRP,91674,Greenfield,IN,1/11/2024,13:26,1/11/2024,13:26,,Y,N,Y,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete DC,3rd Nov,4303706434.0,HIRS,91787,SAN ANTONIO,TX,3/11/2024,17:30,2/11/2024,0:13,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303705889.0,HIRS,30574,Tar Heel,NC,4/11/2024,4:30,1/11/2024,17:30,,Y,N,Y,Email not sent,,,,,,,,,,,,,,
